"AS OF DATE","PROCESSED DATE","SOURCE NAME 1","SOURCE NAME 2","FUND","MODEL","TYPE","DESCRIPTION","CATEGORY","SHARES","PRICE","TOTAL"
"2024-10-30","2024-10-30","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0720000000","10.370000","0.740"
"2024-11-15","2024-11-15","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","10.310000","-0.050"
"2024-04-12","2024-04-12","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","10.120000","-0.050"
"2024-07-11","2024-07-11","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","10.280000","-0.050"
"2024-07-12","2024-07-12","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0740000000","10.320000","0.760"
"2024-07-12","2024-07-12","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.1190000000","10.320000","1.230"
"2024-07-30","2024-07-30","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0690000000","10.290000","0.710"
"2024-08-13","2024-08-13","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","10.450000","-0.050"
"2024-06-28","2024-06-28","ROTH 401(k)","","RNWGX","5019","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-2.0180000000","80.530000","-162.510"
"2024-06-28","2024-06-28","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0690000000","10.250000","0.710"
"2024-06-13","2024-06-13","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","10.250000","-0.050"
"2024-05-31","2024-05-31","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0680000000","10.140000","0.690"
"2024-05-10","2024-05-10","ROTH 401(k)","","BIMIX","5021","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","10.190000","-0.040"
"2024-04-30","2024-04-30","ROTH 401(k)","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0630000000","10.070000","0.640"
"2023-08-24","2023-08-28","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0630000000","72.780000","4.550"
"2023-09-07","2023-09-11","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0620000000","73.020000","4.550"
"2023-09-21","2023-09-22","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0640000000","71.150000","4.550"
"2023-10-05","2023-10-06","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0650000000","69.550000","4.550"
"2023-12-19","2023-12-19","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0240000000","73.540000","1.790"
"2023-12-19","2023-12-19","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0330000000","73.540000","2.430"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1320000000","73.280000","9.690"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0660000000","73.280000","4.840"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0440000000","73.280000","3.240"
"2023-07-13","2023-07-14","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0600000000","76.140000","4.550"
"2023-07-27","2023-07-31","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0590000000","77.020000","4.550"
"2023-08-10","2023-08-11","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0610000000","75.060000","4.550"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0220000000","73.280000","1.640"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1750000000","73.280000","12.790"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.6440000000","73.280000","47.200"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0440000000","73.280000","3.250"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0220000000","73.280000","1.640"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1110000000","73.280000","8.100"
"2023-06-01","2023-06-02","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1210000000","71.280000","8.660"
"2023-06-15","2023-06-16","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0320000000","74.970000","2.420"
"2023-06-15","2023-06-16","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1730000000","74.970000","12.990"
"2023-06-29","2023-06-30","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0620000000","73.550000","4.550"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1730000000","73.280000","12.720"
"2023-07-10","2023-07-10","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-2.8550000000","73.280000","-209.210"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-1.9210000000","71.770000","-137.870"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.6400000000","71.770000","-45.950"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-1.2810000000","71.770000","-91.910"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.6400000000","71.770000","-45.950"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-2.6860000000","71.770000","-192.750"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-1.2810000000","71.770000","-91.910"
"2023-03-15","2023-03-15","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0030000000","68.280000","-0.220"
"2023-05-12","2023-05-12","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","71.560000","-0.290"
"2023-05-04","2023-05-05","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8540000000","71.010000","60.620"
"2023-05-18","2023-05-19","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8450000000","71.760000","60.620"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-3.8410000000","71.770000","-275.690"
"2023-05-30","2023-05-30","ROTH 401(k)","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-3.2010000000","71.770000","-229.750"
"2022-01-27","2022-01-31","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4170000000","78.900000","32.900"
"2022-02-10","2022-02-14","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4120000000","79.860000","32.900"
"2023-04-20","2023-04-21","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8470000000","71.570000","60.620"
"2023-04-13","2023-04-13","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","71.180000","-0.250"
"2023-04-06","2023-04-10","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8590000000","70.560000","60.620"
"2023-03-23","2023-03-27","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8840000000","68.590000","60.620"
"2022-04-21","2022-04-25","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4580000000","71.770000","32.900"
"2022-04-07","2022-04-11","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4340000000","75.860000","32.900"
"2022-03-24","2022-03-28","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4310000000","76.290000","32.900"
"2022-03-10","2022-03-14","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4610000000","71.320000","32.900"
"2022-02-24","2022-02-28","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4220000000","77.980000","32.900"
"2022-01-13","2022-01-18","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.3930000000","83.720000","32.900"
"2022-06-30","2022-07-05","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.5000000000","65.760000","32.900"
"2022-06-14","2022-06-14","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0010000000","65.440000","-0.070"
"2022-06-16","2022-06-21","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.5080000000","64.720000","32.900"
"2022-06-02","2022-06-06","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4640000000","70.860000","32.900"
"2022-05-19","2022-05-23","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4810000000","68.440000","32.900"
"2022-05-05","2022-05-09","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4820000000","68.240000","32.900"
"2022-08-25","2022-08-26","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4740000000","69.380000","32.900"
"2022-08-15","2022-08-15","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","70.810000","-0.120"
"2022-08-11","2022-08-12","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4700000000","69.940000","32.900"
"2022-07-28","2022-07-29","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4840000000","68.020000","32.900"
"2022-07-14","2022-07-18","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.5060000000","65.060000","32.900"
"2022-07-15","2022-07-15","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0010000000","64.390000","-0.080"
"2022-12-14","2022-12-14","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","68.900000","-0.150"
"2022-10-18","2022-10-18","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","62.140000","-0.130"
"2022-10-06","2022-10-11","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.5260000000","62.530000","32.900"
"2022-09-15","2022-09-15","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","66.550000","-0.130"
"2022-09-22","2022-09-26","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.5290000000","62.250000","32.900"
"2022-09-08","2022-09-09","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4950000000","66.530000","32.900"
"2023-02-14","2023-02-14","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0030000000","71.150000","-0.200"
"2023-01-26","2023-01-27","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8410000000","72.080000","60.620"
"2023-01-12","2023-01-17","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8570000000","70.730000","60.620"
"2023-01-13","2023-01-13","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","70.100000","-0.150"
"2022-11-15","2022-11-15","ROTH 401(k)","","RNWGX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","67.300000","-0.150"
"2022-12-27","2022-12-27","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.1240000000","66.610000","8.250"
"2023-02-09","2023-02-10","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2030000000","85.470000","17.320"
"2023-02-24","2023-02-24","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2040000000","84.700000","17.320"
"2023-03-09","2023-03-13","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2140000000","80.850000","17.320"
"2023-03-09","2023-03-13","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8940000000","67.800000","60.620"
"2023-02-24","2023-02-24","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8730000000","69.400000","60.620"
"2023-02-09","2023-02-10","ROTH 401(k)","","RNWGX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.8550000000","70.910000","60.620"
"2022-09-20","2022-09-20","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0140000000","85.180000","1.170"
"2022-10-06","2022-10-11","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1160000000","81.200000","9.400"
"2022-12-27","2022-12-27","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.1240000000","83.870000","10.390"
"2022-12-27","2022-12-27","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0190000000","83.870000","1.630"
"2023-01-12","2023-01-17","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1990000000","87.210000","17.320"
"2023-01-26","2023-01-27","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1990000000","87.000000","17.320"
"2022-07-14","2022-07-18","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1110000000","84.480000","9.400"
"2022-07-28","2022-07-29","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1070000000","87.830000","9.400"
"2022-08-11","2022-08-12","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1050000000","89.590000","9.400"
"2022-08-25","2022-08-26","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1040000000","90.660000","9.400"
"2022-09-08","2022-09-09","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1070000000","87.630000","9.400"
"2022-09-22","2022-09-26","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1160000000","81.370000","9.400"
"2022-05-05","2022-05-09","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1040000000","90.780000","9.400"
"2022-05-19","2022-05-23","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1070000000","87.910000","9.400"
"2022-06-02","2022-06-06","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1020000000","92.020000","9.400"
"2022-06-16","2022-06-21","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1150000000","81.560000","9.400"
"2022-06-30","2022-07-05","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1100000000","85.120000","9.400"
"2022-06-22","2022-06-22","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0100000000","81.560000","0.780"
"2022-02-24","2022-02-28","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1030000000","91.210000","9.400"
"2022-03-24","2022-03-24","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","92.890000","0.280"
"2022-03-10","2022-03-14","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1050000000","89.210000","9.400"
"2022-03-24","2022-03-28","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1000000000","93.850000","9.400"
"2022-04-07","2022-04-11","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1000000000","94.050000","9.400"
"2022-04-21","2022-04-25","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1030000000","91.520000","9.400"
"2023-03-23","2023-03-27","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2180000000","79.300000","17.320"
"2023-04-06","2023-04-10","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2090000000","82.810000","17.320"
"2023-04-20","2023-04-21","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2060000000","83.910000","17.320"
"2022-02-10","2022-02-14","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1020000000","92.040000","9.400"
"2022-01-27","2022-01-31","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1030000000","91.620000","9.400"
"2022-01-13","2022-01-18","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.1000000000","94.200000","9.400"
"2023-06-01","2023-06-02","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.0540000000","80.580000","4.330"
"2023-05-30","2023-05-30","ROTH 401(k)","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1410000000","81.080000","-11.440"
"2023-05-30","2023-05-30","ROTH 401(k)","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-3.1220000000","81.080000","-253.160"
"2023-05-04","2023-05-05","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2140000000","80.960000","17.320"
"2023-05-18","2023-05-19","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2110000000","81.990000","17.320"
"2023-03-21","2023-03-21","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0230000000","78.860000","1.770"
"2023-07-13","2023-07-14","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.3940000000","23.090000","9.090"
"2025-02-12","2025-02-12","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","22.880000","-0.080"
"2025-01-14","2025-01-14","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","22.380000","-0.080"
"2023-07-10","2023-07-10","ROTH 401(k)","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-1.4480000000","83.280000","-120.600"
"2023-06-21","2023-06-21","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0110000000","83.980000","0.890"
"2023-06-15","2023-06-16","ROTH 401(k)","","VEIRX","","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.2560000000","84.530000","21.650"
"2023-09-07","2023-09-11","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.3980000000","22.840000","9.090"
"2023-08-24","2023-08-28","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4020000000","22.630000","9.090"
"2023-08-10","2023-08-11","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.3930000000","23.120000","9.090"
"2023-08-09","2023-08-09","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0030000000","23.170000","-0.080"
"2023-07-27","2023-07-31","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.3880000000","23.430000","9.090"
"2023-07-14","2023-07-14","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0030000000","23.090000","-0.070"
"2023-12-11","2023-12-11","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","23.340000","-0.090"
"2023-11-08","2023-11-08","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","22.580000","-0.090"
"2023-10-18","2023-10-18","ROTH 401(k)","","YACKX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0040000000","22.530000","-0.090"
"2023-10-05","2023-10-06","ROTH 401(k)","","YACKX","5019","PURCHASE OF SHARES","EMPLOYEE POST TAX CONTRIBUTION","CONTRIBUTION","0.4200000000","21.630000","9.090"
